structure_id	structure_name	acronym	loc	acronym_upper	Left_hemisphere	Right_hemisphere	Undefined_hemisphere	source	coldcuts_acronym	coldcuts_id	coldcuts_name	coldcuts
Brain - Anterior cingulate cortex (BA24)	Brain - Anterior cingulate cortex (BA24)	NA	NA	NA	FALSE	FALSE	TRUE	GTEx	NA	NA	NA	NA
Brain - Caudate (basal ganglia)	Brain - Caudate (basal ganglia)	NA	NA	BN	FALSE	FALSE	TRUE	GTEx	BN	10332	basal nuclei (basal ganglia)	TRUE
Brain - Cerebellar Hemisphere	Brain - Cerebellar Hemisphere	NA	NA	CBH	FALSE	FALSE	TRUE	GTEx	CBH	10659	cerebellar hemisphere	TRUE
Brain - Cerebellum	Brain - Cerebellum	NA	NA	CB	FALSE	FALSE	TRUE	GTEx	CB	10656	cerebellum	TRUE
Brain - Cortex	Brain - Cortex	NA	NA	NA	FALSE	FALSE	TRUE	GTEx	NA	NA	NA	NA
Brain - Frontal Cortex (BA9)	Brain - Frontal Cortex (BA9)	NA	NA	NA	FALSE	FALSE	TRUE	GTEx	NA	NA	NA	NA
Brain - Hippocampus	Brain - Hippocampus	NA	NA	HIB	FALSE	FALSE	TRUE	GTEx	HiB	12173	body of hippocampus	TRUE
Brain - Hypothalamus	Brain - Hypothalamus	NA	NA	HTH	FALSE	FALSE	TRUE	GTEx	HTH	10467	hypothalamus	TRUE
Brain - Nucleus accumbens (basal ganglia)	Brain - Nucleus accumbens (basal ganglia)	NA	NA	NAC	FALSE	FALSE	TRUE	GTEx	NAC	10339	nucleus accumbens	TRUE
Brain - Putamen (basal ganglia)	Brain - Putamen (basal ganglia)	NA	NA	PU	FALSE	FALSE	TRUE	GTEx	Pu	10338	putamen	TRUE
Brain - Spinal cord (cervical c-1)	Brain - Spinal cord (cervical c-1)	NA	NA	NA	FALSE	FALSE	TRUE	GTEx	NA	NA	NA	NA
Brain - Substantia nigra	Brain - Substantia nigra	NA	NA	SN	FALSE	FALSE	TRUE	GTEx	SN	12251	substantia nigra	TRUE
